scene,key,display_text,audio_path,audio_file_exists
"letter-he","common.games.letterStorybook.letters.he.intro","זאת האות ה.","/audio/he/games/letter-storybook/letters/he/intro.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.name","הא","/audio/he/games/letter-storybook/letters/he/name.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.prompt","איפה האות ה? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/he/prompt.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.retry","ננסה שוב יחד. מחפשים את האות ה.","/audio/he/games/letter-storybook/letters/he/retry.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.sound","הא. האות ה.","/audio/he/games/letter-storybook/letters/he/sound.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.story","דובי פוגש את הר בשביל האותיות.","/audio/he/games/letter-storybook/letters/he/story.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.success","יופי! מצאנו את האות ה.","/audio/he/games/letter-storybook/letters/he/success.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.symbol","ה","/audio/he/games/letter-storybook/letters/he/symbol.mp3","yes"
"letter-he","common.games.letterStorybook.letters.he.word","הר","/audio/he/games/letter-storybook/letters/he/word.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.hint1","רמז ראשון: שומעים חית.","/audio/he/games/letter-storybook/letters/het/hint1.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.hint2","רמז שני: מחפשים את ח בתחילת חתול.","/audio/he/games/letter-storybook/letters/het/hint2.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.hint3","רמז שלישי: דובי מצביע על ח, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/het/hint3.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.imageAlt","חתול סקרן מציץ מחלון קטן","/audio/he/games/letter-storybook/letters/het/image-alt.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.intro","זאת האות ח.","/audio/he/games/letter-storybook/letters/het/intro.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.name","חית","/audio/he/games/letter-storybook/letters/het/name.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.prompt","איפה האות ח? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/het/prompt.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.retry","ננסה שוב יחד. מחפשים את האות ח.","/audio/he/games/letter-storybook/letters/het/retry.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.sound","חית. האות ח.","/audio/he/games/letter-storybook/letters/het/sound.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.story","דובי פוגש את חתול בשביל האותיות.","/audio/he/games/letter-storybook/letters/het/story.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.success","יופי! מצאנו את האות ח.","/audio/he/games/letter-storybook/letters/het/success.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.symbol","ח","/audio/he/games/letter-storybook/letters/het/symbol.mp3","yes"
"letter-het","common.games.letterStorybook.letters.het.word","חתול","/audio/he/games/letter-storybook/letters/het/word.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.hint1","רמז ראשון: שומעים כף.","/audio/he/games/letter-storybook/letters/kaf/hint1.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.hint2","רמז שני: מחפשים את כ בתחילת כובע.","/audio/he/games/letter-storybook/letters/kaf/hint2.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.hint3","רמז שלישי: דובי מצביע על כ, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/kaf/hint3.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.imageAlt","כובע גדול מונח על ספסל","/audio/he/games/letter-storybook/letters/kaf/image-alt.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.intro","זאת האות כ.","/audio/he/games/letter-storybook/letters/kaf/intro.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.name","כף","/audio/he/games/letter-storybook/letters/kaf/name.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.prompt","איפה האות כ? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/kaf/prompt.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.retry","ננסה שוב יחד. מחפשים את האות כ.","/audio/he/games/letter-storybook/letters/kaf/retry.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.sound","כף. האות כ.","/audio/he/games/letter-storybook/letters/kaf/sound.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.story","דובי פוגש את כובע בשביל האותיות.","/audio/he/games/letter-storybook/letters/kaf/story.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.success","יופי! מצאנו את האות כ.","/audio/he/games/letter-storybook/letters/kaf/success.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.symbol","כ","/audio/he/games/letter-storybook/letters/kaf/symbol.mp3","yes"
"letter-kaf","common.games.letterStorybook.letters.kaf.word","כובע","/audio/he/games/letter-storybook/letters/kaf/word.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.hint1","רמז ראשון: שומעים למד.","/audio/he/games/letter-storybook/letters/lamed/hint1.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.hint2","רמז שני: מחפשים את ל בתחילת לימון.","/audio/he/games/letter-storybook/letters/lamed/hint2.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.hint3","רמז שלישי: דובי מצביע על ל, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/lamed/hint3.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.imageAlt","לימון צהוב על ענף עץ","/audio/he/games/letter-storybook/letters/lamed/image-alt.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.intro","זאת האות ל.","/audio/he/games/letter-storybook/letters/lamed/intro.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.name","למד","/audio/he/games/letter-storybook/letters/lamed/name.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.prompt","איפה האות ל? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/lamed/prompt.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.retry","ננסה שוב יחד. מחפשים את האות ל.","/audio/he/games/letter-storybook/letters/lamed/retry.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.sound","למד. האות ל.","/audio/he/games/letter-storybook/letters/lamed/sound.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.story","דובי פוגש את לימון בשביל האותיות.","/audio/he/games/letter-storybook/letters/lamed/story.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.success","יופי! מצאנו את האות ל.","/audio/he/games/letter-storybook/letters/lamed/success.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.symbol","ל","/audio/he/games/letter-storybook/letters/lamed/symbol.mp3","yes"
"letter-lamed","common.games.letterStorybook.letters.lamed.word","לימון","/audio/he/games/letter-storybook/letters/lamed/word.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.hint1","רמז ראשון: שומעים מם.","/audio/he/games/letter-storybook/letters/mem/hint1.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.hint2","רמז שני: מחפשים את מ בתחילת מטרייה.","/audio/he/games/letter-storybook/letters/mem/hint2.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.hint3","רמז שלישי: דובי מצביע על מ, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/mem/hint3.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.imageAlt","מטרייה פתוחה בגשם עדין","/audio/he/games/letter-storybook/letters/mem/image-alt.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.intro","זאת האות מ.","/audio/he/games/letter-storybook/letters/mem/intro.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.name","מם","/audio/he/games/letter-storybook/letters/mem/name.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.prompt","איפה האות מ? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/mem/prompt.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.retry","ננסה שוב יחד. מחפשים את האות מ.","/audio/he/games/letter-storybook/letters/mem/retry.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.sound","מם. האות מ.","/audio/he/games/letter-storybook/letters/mem/sound.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.story","דובי פוגש את מטרייה בשביל האותיות.","/audio/he/games/letter-storybook/letters/mem/story.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.success","יופי! מצאנו את האות מ.","/audio/he/games/letter-storybook/letters/mem/success.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.symbol","מ","/audio/he/games/letter-storybook/letters/mem/symbol.mp3","yes"
"letter-mem","common.games.letterStorybook.letters.mem.word","מטרייה","/audio/he/games/letter-storybook/letters/mem/word.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.hint1","רמז ראשון: שומעים נון.","/audio/he/games/letter-storybook/letters/nun/hint1.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.hint2","רמז שני: מחפשים את נ בתחילת נר.","/audio/he/games/letter-storybook/letters/nun/hint2.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.hint3","רמז שלישי: דובי מצביע על נ, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/nun/hint3.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.imageAlt","נר דולק באור רך ובטוח","/audio/he/games/letter-storybook/letters/nun/image-alt.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.intro","זאת האות נ.","/audio/he/games/letter-storybook/letters/nun/intro.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.name","נון","/audio/he/games/letter-storybook/letters/nun/name.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.prompt","איפה האות נ? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/nun/prompt.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.retry","ננסה שוב יחד. מחפשים את האות נ.","/audio/he/games/letter-storybook/letters/nun/retry.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.sound","נון. האות נ.","/audio/he/games/letter-storybook/letters/nun/sound.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.story","דובי פוגש את נר בשביל האותיות.","/audio/he/games/letter-storybook/letters/nun/story.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.success","יופי! מצאנו את האות נ.","/audio/he/games/letter-storybook/letters/nun/success.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.symbol","נ","/audio/he/games/letter-storybook/letters/nun/symbol.mp3","yes"
"letter-nun","common.games.letterStorybook.letters.nun.word","נר","/audio/he/games/letter-storybook/letters/nun/word.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.hint1","רמז ראשון: שומעים פא.","/audio/he/games/letter-storybook/letters/pe/hint1.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.hint2","רמז שני: מחפשים את פ בתחילת פרח.","/audio/he/games/letter-storybook/letters/pe/hint2.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.hint3","רמז שלישי: דובי מצביע על פ, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/pe/hint3.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.imageAlt","פרח גדול עם עלי כותרת צבעוניים","/audio/he/games/letter-storybook/letters/pe/image-alt.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.intro","זאת האות פ.","/audio/he/games/letter-storybook/letters/pe/intro.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.name","פא","/audio/he/games/letter-storybook/letters/pe/name.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.prompt","איפה האות פ? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/pe/prompt.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.retry","ננסה שוב יחד. מחפשים את האות פ.","/audio/he/games/letter-storybook/letters/pe/retry.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.sound","פא. האות פ.","/audio/he/games/letter-storybook/letters/pe/sound.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.story","דובי פוגש את פרח בשביל האותיות.","/audio/he/games/letter-storybook/letters/pe/story.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.success","יופי! מצאנו את האות פ.","/audio/he/games/letter-storybook/letters/pe/success.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.symbol","פ","/audio/he/games/letter-storybook/letters/pe/symbol.mp3","yes"
"letter-pe","common.games.letterStorybook.letters.pe.word","פרח","/audio/he/games/letter-storybook/letters/pe/word.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.hint1","רמז ראשון: שומעים קוף.","/audio/he/games/letter-storybook/letters/qof/hint1.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.hint2","רמז שני: מחפשים את ק בתחילת קוף.","/audio/he/games/letter-storybook/letters/qof/hint2.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.hint3","רמז שלישי: דובי מצביע על ק, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/qof/hint3.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.imageAlt","קוף מחייך תלוי על ענף","/audio/he/games/letter-storybook/letters/qof/image-alt.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.intro","זאת האות ק.","/audio/he/games/letter-storybook/letters/qof/intro.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.name","קוף","/audio/he/games/letter-storybook/letters/qof/name.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.prompt","איפה האות ק? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/qof/prompt.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.retry","ננסה שוב יחד. מחפשים את האות ק.","/audio/he/games/letter-storybook/letters/qof/retry.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.sound","קוף. האות ק.","/audio/he/games/letter-storybook/letters/qof/sound.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.story","דובי פוגש את קוף בשביל האותיות.","/audio/he/games/letter-storybook/letters/qof/story.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.success","יופי! מצאנו את האות ק.","/audio/he/games/letter-storybook/letters/qof/success.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.symbol","ק","/audio/he/games/letter-storybook/letters/qof/symbol.mp3","yes"
"letter-qof","common.games.letterStorybook.letters.qof.word","קוף","/audio/he/games/letter-storybook/letters/qof/word.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.hint1","רמז ראשון: שומעים ריש.","/audio/he/games/letter-storybook/letters/resh/hint1.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.hint2","רמז שני: מחפשים את ר בתחילת רכבת.","/audio/he/games/letter-storybook/letters/resh/hint2.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.hint3","רמז שלישי: דובי מצביע על ר, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/resh/hint3.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.imageAlt","רכבת עם שני קרונות על גשר","/audio/he/games/letter-storybook/letters/resh/image-alt.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.intro","זאת האות ר.","/audio/he/games/letter-storybook/letters/resh/intro.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.name","ריש","/audio/he/games/letter-storybook/letters/resh/name.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.prompt","איפה האות ר? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/resh/prompt.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.retry","ננסה שוב יחד. מחפשים את האות ר.","/audio/he/games/letter-storybook/letters/resh/retry.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.sound","ריש. האות ר.","/audio/he/games/letter-storybook/letters/resh/sound.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.story","דובי פוגש את רכבת בשביל האותיות.","/audio/he/games/letter-storybook/letters/resh/story.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.success","יופי! מצאנו את האות ר.","/audio/he/games/letter-storybook/letters/resh/success.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.symbol","ר","/audio/he/games/letter-storybook/letters/resh/symbol.mp3","yes"
"letter-resh","common.games.letterStorybook.letters.resh.word","רכבת","/audio/he/games/letter-storybook/letters/resh/word.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.hint1","רמז ראשון: שומעים סמך.","/audio/he/games/letter-storybook/letters/samekh/hint1.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.hint2","רמז שני: מחפשים את ס בתחילת סוס.","/audio/he/games/letter-storybook/letters/samekh/hint2.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.hint3","רמז שלישי: דובי מצביע על ס, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/samekh/hint3.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.imageAlt","סוס עומד ליד גדר עץ","/audio/he/games/letter-storybook/letters/samekh/image-alt.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.intro","זאת האות ס.","/audio/he/games/letter-storybook/letters/samekh/intro.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.name","סמך","/audio/he/games/letter-storybook/letters/samekh/name.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.prompt","איפה האות ס? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/samekh/prompt.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.retry","ננסה שוב יחד. מחפשים את האות ס.","/audio/he/games/letter-storybook/letters/samekh/retry.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.sound","סמך. האות ס.","/audio/he/games/letter-storybook/letters/samekh/sound.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.story","דובי פוגש את סוס בשביל האותיות.","/audio/he/games/letter-storybook/letters/samekh/story.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.success","יופי! מצאנו את האות ס.","/audio/he/games/letter-storybook/letters/samekh/success.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.symbol","ס","/audio/he/games/letter-storybook/letters/samekh/symbol.mp3","yes"
"letter-samekh","common.games.letterStorybook.letters.samekh.word","סוס","/audio/he/games/letter-storybook/letters/samekh/word.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.hint1","רמז ראשון: שומעים שין.","/audio/he/games/letter-storybook/letters/shin/hint1.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.hint2","רמז שני: מחפשים את ש בתחילת שמש.","/audio/he/games/letter-storybook/letters/shin/hint2.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.hint3","רמז שלישי: דובי מצביע על ש, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/shin/hint3.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.imageAlt","שמש מחייכת עם קרניים עדינות","/audio/he/games/letter-storybook/letters/shin/image-alt.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.intro","זאת האות ש.","/audio/he/games/letter-storybook/letters/shin/intro.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.name","שין","/audio/he/games/letter-storybook/letters/shin/name.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.prompt","איפה האות ש? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/shin/prompt.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.retry","ננסה שוב יחד. מחפשים את האות ש.","/audio/he/games/letter-storybook/letters/shin/retry.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.sound","שין. האות ש.","/audio/he/games/letter-storybook/letters/shin/sound.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.story","דובי פוגש את שמש בשביל האותיות.","/audio/he/games/letter-storybook/letters/shin/story.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.success","יופי! מצאנו את האות ש.","/audio/he/games/letter-storybook/letters/shin/success.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.symbol","ש","/audio/he/games/letter-storybook/letters/shin/symbol.mp3","yes"
"letter-shin","common.games.letterStorybook.letters.shin.word","שמש","/audio/he/games/letter-storybook/letters/shin/word.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.hint1","רמז ראשון: שומעים תו.","/audio/he/games/letter-storybook/letters/tav/hint1.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.hint2","רמז שני: מחפשים את ת בתחילת תפוח.","/audio/he/games/letter-storybook/letters/tav/hint2.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.hint3","רמז שלישי: דובי מצביע על ת, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/tav/hint3.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.imageAlt","תפוח אדום ליד קו הסיום","/audio/he/games/letter-storybook/letters/tav/image-alt.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.intro","זאת האות ת.","/audio/he/games/letter-storybook/letters/tav/intro.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.name","תו","/audio/he/games/letter-storybook/letters/tav/name.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.prompt","איפה האות ת? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/tav/prompt.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.retry","ננסה שוב יחד. מחפשים את האות ת.","/audio/he/games/letter-storybook/letters/tav/retry.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.sound","תו. האות ת.","/audio/he/games/letter-storybook/letters/tav/sound.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.story","דובי פוגש את תפוח בשביל האותיות.","/audio/he/games/letter-storybook/letters/tav/story.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.success","יופי! מצאנו את האות ת.","/audio/he/games/letter-storybook/letters/tav/success.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.symbol","ת","/audio/he/games/letter-storybook/letters/tav/symbol.mp3","yes"
"letter-tav","common.games.letterStorybook.letters.tav.word","תפוח","/audio/he/games/letter-storybook/letters/tav/word.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.hint1","רמז ראשון: שומעים טית.","/audio/he/games/letter-storybook/letters/tet/hint1.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.hint2","רמז שני: מחפשים את ט בתחילת טווס.","/audio/he/games/letter-storybook/letters/tet/hint2.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.hint3","רמז שלישי: דובי מצביע על ט, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/tet/hint3.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.imageAlt","טווס פותח זנב צבעוני באחו","/audio/he/games/letter-storybook/letters/tet/image-alt.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.intro","זאת האות ט.","/audio/he/games/letter-storybook/letters/tet/intro.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.name","טית","/audio/he/games/letter-storybook/letters/tet/name.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.prompt","איפה האות ט? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/tet/prompt.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.retry","ננסה שוב יחד. מחפשים את האות ט.","/audio/he/games/letter-storybook/letters/tet/retry.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.sound","טית. האות ט.","/audio/he/games/letter-storybook/letters/tet/sound.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.story","דובי פוגש את טווס בשביל האותיות.","/audio/he/games/letter-storybook/letters/tet/story.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.success","יופי! מצאנו את האות ט.","/audio/he/games/letter-storybook/letters/tet/success.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.symbol","ט","/audio/he/games/letter-storybook/letters/tet/symbol.mp3","yes"
"letter-tet","common.games.letterStorybook.letters.tet.word","טווס","/audio/he/games/letter-storybook/letters/tet/word.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.hint1","רמז ראשון: שומעים צדי.","/audio/he/games/letter-storybook/letters/tsadi/hint1.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.hint2","רמז שני: מחפשים את צ בתחילת צב.","/audio/he/games/letter-storybook/letters/tsadi/hint2.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.hint3","רמז שלישי: דובי מצביע על צ, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/tsadi/hint3.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.imageAlt","צב קטן הולך לאט על הדשא","/audio/he/games/letter-storybook/letters/tsadi/image-alt.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.intro","זאת האות צ.","/audio/he/games/letter-storybook/letters/tsadi/intro.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.name","צדי","/audio/he/games/letter-storybook/letters/tsadi/name.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.prompt","איפה האות צ? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/tsadi/prompt.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.retry","ננסה שוב יחד. מחפשים את האות צ.","/audio/he/games/letter-storybook/letters/tsadi/retry.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.sound","צדי. האות צ.","/audio/he/games/letter-storybook/letters/tsadi/sound.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.story","דובי פוגש את צב בשביל האותיות.","/audio/he/games/letter-storybook/letters/tsadi/story.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.success","יופי! מצאנו את האות צ.","/audio/he/games/letter-storybook/letters/tsadi/success.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.symbol","צ","/audio/he/games/letter-storybook/letters/tsadi/symbol.mp3","yes"
"letter-tsadi","common.games.letterStorybook.letters.tsadi.word","צב","/audio/he/games/letter-storybook/letters/tsadi/word.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.hint1","רמז ראשון: שומעים וו.","/audio/he/games/letter-storybook/letters/vav/hint1.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.hint2","רמז שני: מחפשים את ו בתחילת ורד.","/audio/he/games/letter-storybook/letters/vav/hint2.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.hint3","רמז שלישי: דובי מצביע על ו, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/vav/hint3.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.imageAlt","ורד אדום ליד אבני השביל","/audio/he/games/letter-storybook/letters/vav/image-alt.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.intro","זאת האות ו.","/audio/he/games/letter-storybook/letters/vav/intro.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.name","וו","/audio/he/games/letter-storybook/letters/vav/name.mp3","yes"
